issue_number,OriginationPhase,DetectionPhase,Category,Priority,Status,created_at,closed_at,Author
8213,Design,Coding,Inquiry,High,inProgress,3/1/2019,,"Raynor, Werner"
8214,Coding,Testing,Bug,Low,Completed,3/2/2019,3/3/2019,"Schinner, Elinore"
8215,Design,Coding,Inquiry,High,inProgress,3/3/2019,,"Hermann, Bradford"
8216,Coding,Testing,Bug,Low,Completed,3/4/2019,3/15/2019,"Harber, Mallory"
8217,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/16/2019,"Kreiger, Rupert"
8218,Design,Testing,Inquiry,Critical,Approved,3/6/2019,,"Maggio, Jerod"
8219,Requirements,Coding,Bug,High,inProgress,3/7/2019,,"Ernser, Amina"
8220,Requirements,Design,Inquiry,Low,Rejected,3/8/2019,3/19/2019,"McClure, Hailey"
8221,Testing,Field,Bug,Medium,Completed,3/9/2019,3/10/2019,"Ernser, Amina"
8222,Documentation,Field,Inquiry,Major,pendingReview,3/10/2019,,"Farrell, Calista"
8223,Design,Testing,Enhancement,High,Approved,3/11/2019,,"Stanton, Veronica"
8224,Requirements,Design,Inquiry,Low,Rejected,3/12/2019,3/13/2019,"Lueilwitz, Yessenia"
8225,Testing,Field,Bug,Medium,Completed,8/13/2019,,"Bode, Jude"
8226,Documentation,Field,Enhancement,Major,pendingReview,8/14/2019,,"Raynor, Werner"
8227,Design,Testing,Inquiry,Critical,Approved,8/15/2019,,"Howell, Emelie"
8228,Requirements,Coding,Bug,High,inProgress,8/16/2019,,"Jones, Lelia"
8229,Requirements,Design,Inquiry,Low,Rejected,3/17/2019,3/25/2019,"Rogahn, Montana"
8230,Testing,Field,Bug,Medium,Completed,3/18/2019,3/26/2019,"McClure, Hailey"
8231,Documentation,Field,Enhancement,Major,pendingReview,3/19/2019,,"Hauck, Hiram"
8232,Design,Coding,Inquiry,High,inProgress,3/20/2019,,"Padberg, Jefferey"
8233,Requirements,Testing,Bug,High,Completed,3/17/2019,3/25/2019,"Raynor, Werner"
8234,Testing,Field,Bug,Medium,Completed,2/27/2019,3/18/2019,"Farrell, Calista"
8235,Documentation,Field,Enhancement,Major,pendingReview,2/28/2019,,"Zboncak, Ruth"
8236,Design,Coding,Inquiry,High,inProgress,3/1/2019,,"Farrell, Calista"
8237,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/16/2019,"Harber, Mallory"
8238,Design,Testing,Inquiry,Critical,Approved,3/6/2019,,"Keeling, Cheyenne"
8239,Requirements,Coding,Bug,Critical,inProgress,3/7/2019,,"Wehner, Lambert"
8240,Requirements,Design,Inquiry,Low,Rejected,3/8/2019,3/19/2019,"Abbott, Werner"
8241,Testing,Field,Bug,Medium,Completed,3/9/2019,3/10/2019,"Murray, Noelia"
8242,Documentation,Field,Inquiry,Major,pendingReview,3/10/2019,,"Abbott, Werner"
8243,Design,Testing,Enhancement,High,Approved,3/11/2019,,"Gleichner, Maci"
8244,Requirements,Design,Inquiry,Low,Rejected,3/12/2019,3/13/2019,"Walter, Marcus"
8245,Testing,Field,Inquiry,Medium,Completed,2/13/2019,3/7/2019,"Okuneva, Ona"
8246,Documentation,Field,Inquiry,Major,pendingReview,2/14/2019,,"Murazik, Meagan"
8247,Design,Testing,Inquiry,Critical,Approved,2/15/2019,,"Farrell, Calista"
8248,Requirements,Coding,Inquiry,High,inProgress,2/16/2019,,"Jones, Justen"
8249,Requirements,Design,Inquiry,Low,Rejected,2/17/2019,3/11/2019,"Padberg, Jefferey"
8250,Testing,Field,Bug,Medium,Completed,2/18/2019,3/12/2019,"Reichert, Yvette"
8251,Documentation,Field,Enhancement,Major,pendingReview,2/19/2019,,"O'Keefe, Blaise"
8252,Design,Coding,Inquiry,Low,inProgress,2/20/2019,,"Keebler, Tressie"
8253,Testing,Field,Bug,Medium,Completed,2/21/2019,3/15/2019,"Konopelski, Adalberto"
8254,Documentation,Field,Enhancement,Major,pendingReview,2/22/2019,,"Lemke, Rhea"
8255,Design,Coding,Inquiry,High,inProgress,2/23/2019,,"Bosco, Keegan"
8256,Coding,Testing,Bug,Low,Completed,2/24/2019,3/18/2019,"Kautzer, Chester"
8257,Design,Coding,Inquiry,High,inProgress,2/25/2019,,"Keebler, Tressie"
8258,Coding,Testing,Bug,High,Completed,3/4/2019,3/20/2019,"Friesen, Sheila"
8259,Testing,Field,Enhancement,High,Completed,3/5/2019,3/21/2019,"Murray, Noelia"
8260,Design,Testing,Inquiry,High,Approved,3/6/2019,,"Kutch, Cloyd"
8261,Testing,Field,Bug,Medium,Completed,2/27/2019,3/23/2019,"Littel, Frederick"
8262,Documentation,Field,Enhancement,Major,pendingReview,2/28/2019,,"Murazik, Robbie"
8263,Design,Coding,Inquiry,High,inProgress,3/1/2019,,"Hermann, Bradford"
8264,Coding,Testing,Bug,Low,Completed,3/2/2019,3/26/2019,"Nader, Lowell"
8265,Design,Coding,Inquiry,High,inProgress,3/3/2019,,"Rosenbaum, Joshua"
8266,Coding,Testing,Bug,Low,Completed,3/4/2019,3/28/2019,"Konopelski, Adalberto"
8267,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/29/2019,"Ryan, Lucienne"
8268,Design,Testing,Inquiry,Critical,Approved,3/6/2019,,"Howell, Emelie"
8269,Coding,Testing,Bug,Low,Completed,3/4/2019,3/15/2019,"Predovic, Scarlett"
8270,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/16/2019,"Konopelski, Adalberto"
8271,Design,Testing,Inquiry,Critical,Approved,3/6/2019,,"Hermann, Bradford"
8272,Requirements,Coding,Bug,High,inProgress,2/7/2019,,"Schinner, Elinore"
8273,Requirements,Design,Inquiry,Low,Rejected,2/8/2019,3/19/2019,"Willms, Stephany"
8274,Testing,Field,Bug,Medium,Completed,2/9/2019,3/10/2019,"Hegmann, Price"
8275,Documentation,Field,Inquiry,Major,pendingReview,2/10/2019,,"Kihn, Jordi"
8276,Design,Testing,Enhancement,High,Approved,2/11/2019,,"Zboncak, Ruth"
8277,Requirements,Design,Inquiry,Low,Rejected,2/12/2019,3/13/2019,"Dare, Gloria"
8278,Testing,Field,Bug,Medium,Completed,2/13/2019,3/14/2019,"Grimes, Jordi"
8279,Documentation,Field,Enhancement,Major,pendingReview,3/14/2019,,"Abbott, Werner"
8280,Design,Testing,Inquiry,Critical,Approved,3/15/2019,,"Wisozk, Ismael"
8281,Requirements,Coding,Bug,High,inProgress,3/16/2019,,"Hauck, Hiram"
8282,Requirements,Design,Inquiry,Low,Rejected,3/17/2019,3/25/2019,"Dooley, Davin"
8283,Testing,Field,Bug,Medium,Completed,3/18/2019,3/26/2019,"Abbott, Werner"
8284,Documentation,Field,Bug,Major,pendingReview,3/19/2019,,"Keeling, Cheyenne"
8285,Design,Coding,Bug,High,inProgress,3/20/2019,,"Legros, Elinor"
8286,Requirements,Testing,Bug,High,Completed,3/17/2019,3/25/2019,"Wuckert, Jamel"
8287,Testing,Field,Bug,Medium,Completed,2/27/2019,3/18/2019,"Abbott, Werner"
8288,Documentation,Field,Bug,Major,pendingReview,2/28/2019,,"Sporer, Eugene"
8289,Design,Coding,Bug,High,inProgress,3/1/2019,,"Nitzsche, Gennaro"
8290,Coding,Testing,Bug,Low,Completed,3/2/2019,3/3/2019,"Konopelski, Adalberto"
8291,Design,Coding,Bug,High,inProgress,3/3/2019,,"Hammes, Lesly"
8292,Coding,Testing,Bug,Low,Completed,3/4/2019,3/15/2019,"Murazik, Robbie"
8293,Testing,Field,Bug,Medium,Completed,3/5/2019,3/16/2019,"Veum, Alvina"
8294,Design,Testing,Bug,Critical,Approved,8/6/2019,,"Cummerata, Mac"
8295,Requirements,Coding,Bug,Critical,inProgress,8/7/2019,,"Welch, Maryse"
8296,Requirements,Design,Inquiry,Low,Rejected,3/8/2019,3/19/2019,"Deckow, Eulalia"
8297,Testing,Field,Bug,Medium,Completed,3/9/2019,3/10/2019,"Veum, Alvina"
8298,Documentation,Field,Inquiry,Major,pendingReview,3/10/2019,,"Hermann, Bradford"
8299,Design,Testing,Enhancement,High,Approved,3/11/2019,,"Maggio, Jerod"
8300,Requirements,Design,Inquiry,Low,Rejected,4/12/2019,5/13/2019,"Mraz, Francisca"
8301,Testing,Field,Bug,Medium,Completed,4/13/2019,5/14/2019,"Bahringer, Frances"
8302,Documentation,Field,Enhancement,Major,pendingReview,1/5/2019,,"Kutch, May"
8303,Design,Testing,Bug,Critical,Approved,1/6/2019,,"Emmerich, Drake"
8304,Requirements,Coding,Bug,High,Approved,1/7/2019,,"Maggio, Alek"
8305,Requirements,Design,Inquiry,Low,Approved,1/8/2019,,"Wiegand, Chris"
8306,Testing,Field,Bug,Medium,Approved,1/9/2019,,"Braun, Luigi"
8307,Documentation,Field,Enhancement,Major,Approved,1/10/2019,,"Wunsch, Columbus"
8308,Design,Coding,Inquiry,Low,Approved,1/11/2019,,"Conn, Belle"
8309,Testing,Field,Bug,Medium,Approved,1/12/2019,,"Bahringer, Frances"
8310,Documentation,Field,Enhancement,Major,pendingReview,1/13/2019,,"Bauch, Reggie"
8311,Design,Coding,Inquiry,High,inProgress,1/14/2019,,"Rath, Maxwell"
8312,Coding,Testing,Bug,Low,Completed,1/15/2019,2/18/2019,"Dare, Lexus"
8313,Design,Coding,Inquiry,High,inProgress,1/16/2019,,"Dibbert, Felicia"
8314,Coding,Testing,Bug,Low,Completed,5/17/2019,5/20/2019,"O'Kon, Shad"
8315,Testing,Field,Enhancement,Medium,Completed,5/18/2019,5/21/2019,"Harber, Jayne"
8316,Design,Testing,Inquiry,Critical,Approved,5/19/2019,,"Fay, Ari"
8317,Testing,Field,Bug,Medium,Completed,5/20/2019,6/23/2019,"Mraz, Francisca"
8318,Documentation,Field,Enhancement,Major,pendingReview,5/21/2019,,"Daugherty, Alexie"
8319,Design,Coding,Inquiry,High,inProgress,1/22/2019,,"Hyatt, Myra"
8320,Coding,Testing,Bug,Low,Completed,3/2/2019,3/26/2019,"Klocko, Darian"
8321,Design,Coding,Inquiry,High,inProgress,3/3/2019,,"Kertzmann, Hal"
8322,Testing,Field,Bug,Medium,Completed,2/27/2019,3/18/2019,"Hauck, Shawna"
8323,Documentation,Field,Enhancement,Major,pendingReview,2/28/2019,,"Dibbert, Felicia"
8324,Design,Coding,Inquiry,High,inProgress,3/1/2019,,"Nikolaus, Raven"
8325,Coding,Testing,Bug,Low,Completed,3/2/2019,3/3/2019,"Raynor, Lilly"
8326,Design,Coding,Inquiry,High,inProgress,3/3/2019,,"Fay, Dawn"
8327,Coding,Testing,Bug,Low,Completed,3/4/2019,3/15/2019,"Nader, Ruben"
8328,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/16/2019,"Beier, Edgar"
8329,Design,Testing,Inquiry,Critical,Approved,3/6/2019,,"Nikolaus, Raven"
8330,Requirements,Coding,Bug,High,inProgress,3/7/2019,,"Klocko, Darian"
8331,Requirements,Design,Inquiry,Low,Rejected,3/8/2019,3/19/2019,"Littel, Freddie"
8332,Testing,Field,Bug,Medium,Completed,3/9/2019,3/10/2019,"Carroll, Craig"
8333,Documentation,Field,Inquiry,Major,pendingReview,3/10/2019,,"Bednar, Elmore"
8334,Design,Testing,Enhancement,High,Approved,4/11/2019,4/12/2019,"Botsford, Leatha"
8335,Requirements,Design,Inquiry,Low,Rejected,4/12/2019,4/13/2019,"Schumm, Bill"
8336,Testing,Field,Bug,Medium,Completed,4/13/2019,4/14/2019,"Bosco, Angie"
8337,Documentation,Field,Enhancement,Major,pendingReview,3/14/2019,,"Fay, Ari"
8338,Design,Testing,Inquiry,Critical,Approved,3/15/2019,,"Sauer, Monroe"
8339,Requirements,Coding,Bug,High,inProgress,7/16/2019,8/24/2019,"Graham, Trevor"
8340,Requirements,Design,Inquiry,Low,Rejected,7/17/2019,8/25/2019,"Dare, Lexus"
8341,Testing,Field,Bug,Medium,Rejected,7/18/2019,8/26/2019,"Mraz, Francisca"
8342,Documentation,Field,Enhancement,Major,Rejected,7/19/2019,8/27/2019,"Halvorson, Dean"
8343,Design,Coding,Inquiry,High,Rejected,7/20/2019,8/28/2019,"Harber, Jayne"
8344,Requirements,Testing,Bug,High,Completed,7/21/2019,8/29/2019,"Bruen, Mackenzie"
8345,Testing,Field,Bug,Medium,Completed,7/22/2019,8/30/2019,"Gutmann, Rocio"
8346,Documentation,Field,Enhancement,Major,pendingReview,7/23/2019,,"Waelchi, Loma"
8347,Design,Coding,Inquiry,High,inProgress,8/1/2019,8/20/2019,"Klocko, Darian"
8348,Coding,Testing,Bug,Low,Completed,8/2/2019,8/21/2019,"Botsford, Leatha"
8349,Documentation,Field,Inquiry,High,inProgress,8/3/2019,8/22/2019,"Emard, Shanna"
8350,Design,Coding,Bug,Low,Completed,8/4/2019,8/23/2019,"Klocko, Darian"
8351,Testing,Field,Enhancement,Medium,Completed,8/5/2019,8/24/2019,"Blanda, Emmett"
8352,Documentation,Field,Inquiry,Critical,Approved,8/6/2019,8/25/2019,"Botsford, Leatha"
8353,Design,Coding,Bug,Critical,inProgress,8/7/2019,,"Fay, Nasir"
8354,Coding,Testing,Inquiry,Low,Rejected,8/8/2019,3/19/2019,"Marks, Loy"
8355,Design,Coding,Bug,Medium,Completed,8/9/2019,3/10/2019,"Bogisich, Audra"
8356,Coding,Testing,Inquiry,Major,pendingReview,3/10/2019,,"Mraz, Francisca"
8357,Testing,Field,Enhancement,High,Approved,3/11/2019,3/12/2019,"Sauer, Monroe"
8358,Design,Testing,Inquiry,Low,Rejected,3/12/2019,3/13/2019,"Ritchie, Geovanny"
8359,Testing,Field,Bug,Low,Completed,2/13/2019,3/7/2019,"Schmitt, Virginia"
8360,Documentation,Field,Enhancement,Low,pendingReview,2/14/2019,,"Weimann, Rafaela"
8361,Design,Coding,Bug,Low,Approved,2/15/2019,3/9/2019,"Wiza, Kian"
8362,Coding,Testing,Bug,Low,inProgress,2/16/2019,,"Armstrong, Jose"
8363,Design,Coding,Inquiry,Low,Rejected,2/17/2019,3/11/2019,"Koch, Caden"
8364,Coding,Testing,Bug,Low,Completed,2/18/2019,3/12/2019,"Prosacco, Filomena"
8365,Testing,Field,Enhancement,Major,pendingReview,2/19/2019,,"Kerluke, Philip"
8366,Design,Testing,Inquiry,Low,inProgress,2/20/2019,,"Littel, Freddie"
8367,Coding,Testing,Bug,Medium,Completed,2/21/2019,3/15/2019,"Harber, Jayne"
8368,Testing,Field,Enhancement,Major,pendingReview,2/22/2019,,"Stroman, Ryann"
8369,Design,Testing,Inquiry,High,inProgress,2/23/2019,,"Lowe, Kamryn"
8370,Requirements,Coding,Bug,Low,Completed,2/24/2019,3/18/2019,"Dare, Lexus"
8371,Requirements,Design,Inquiry,High,inProgress,2/25/2019,,"Ritchie, Geovanny"
8372,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/21/2019,"Tromp, Morris"
8373,Documentation,Field,Inquiry,Critical,Approved,3/6/2019,,"Blanda, Emmett"
8374,Design,Testing,Bug,Medium,Completed,2/27/2019,3/23/2019,"Conn, Belle"
8375,Requirements,Design,Enhancement,Major,pendingReview,2/28/2019,3/24/2019,"Hauck, Shawna"
8376,Testing,Field,Inquiry,High,inProgress,3/1/2019,,"Daugherty, Alexie"
8377,Documentation,Field,Bug,Low,Completed,3/2/2019,3/26/2019,"Nikolaus, Dennis"
8378,Design,Testing,Inquiry,High,inProgress,3/3/2019,,"Witting, Clarabelle"
8379,Requirements,Coding,Bug,Low,Completed,3/4/2019,3/28/2019,"Dare, Lexus"
8380,Requirements,Design,Enhancement,Medium,Completed,3/5/2019,3/29/2019,"Gaylord, Demario"
8381,Testing,Field,Inquiry,Critical,Approved,3/6/2019,,"Waelchi, Loma"
8382,Documentation,Field,Bug,Low,Completed,3/4/2019,3/15/2019,"Green, Marian"
8383,Design,Coding,Enhancement,Medium,Completed,3/5/2019,3/16/2019,"Emmerich, Drake"
8384,Requirements,Testing,Inquiry,Critical,Approved,3/6/2019,,"Witting, Clarabelle"
8385,Testing,Field,Bug,High,inProgress,3/7/2019,,"Kerluke, Philip"
8386,Documentation,Field,Bug,Low,Rejected,3/8/2019,3/19/2019,"Conn, Belle"
8387,Design,Coding,Bug,Medium,Completed,3/9/2019,3/10/2019,"Yundt, Emerald"
8388,Coding,Testing,Bug,Major,pendingReview,3/10/2019,3/11/2019,"Marks, Loy"
8389,Design,Coding,Bug,High,Approved,3/11/2019,,"Conn, Ralph"
8390,Coding,Testing,Bug,Low,Rejected,9/12/2019,9/17/2019,"Green, Marian"
8391,Testing,Field,Bug,Medium,Completed,9/13/2019,9/18/2019,"Schumm, Bill"
8392,Design,Testing,Bug,Major,pendingReview,9/14/2019,,"Sauer, Monroe"
8393,Requirements,Coding,Bug,Critical,Approved,9/15/2019,9/20/2019,"Bogisich, Audra"
8394,Requirements,Design,Bug,High,inProgress,9/16/2019,,"Schamberger, Fausto"
8395,Testing,Field,Bug,Low,Rejected,9/17/2019,9/22/2019,"Armstrong, Jose"
8396,Documentation,Field,Bug,Medium,Completed,9/18/2019,9/23/2019,"Beier, Edgar"
8397,Design,Testing,Enhancement,Major,pendingReview,9/19/2019,,"Armstrong, Jose"
8398,Requirements,Design,Inquiry,High,inProgress,9/20/2019,,"Bernier, Paolo"
8399,Testing,Field,Bug,High,Completed,9/21/2019,9/26/2019,"Blanda, Emmett"
8400,Documentation,Field,Bug,Medium,Completed,9/22/2019,9/27/2019,"Kovacek, Petra"
8401,Design,Testing,Enhancement,Major,pendingReview,9/23/2019,,"Wolf, Willow"
8402,Requirements,Coding,Inquiry,High,inProgress,9/24/2019,,"Feeney, Serena"
8403,Requirements,Design,Bug,Low,Completed,9/25/2019,9/30/2019,"Blanda, Heloise"
8404,Testing,Field,Inquiry,High,inProgress,9/26/2019,,"Bradtke, Sigurd"
8405,Documentation,Field,Bug,Low,Completed,9/27/2019,10/2/2019,"Cassin, Dorian"
8406,Design,Coding,Enhancement,Medium,Completed,9/28/2019,10/3/2019,"Thiel, Verlie"
8407,Testing,Field,Inquiry,Critical,Approved,9/29/2019,,"O'Kon, Brando"
8408,Documentation,Field,Bug,Critical,inProgress,9/30/2019,,"Kemmer, Jacklyn"
8409,Design,Coding,Inquiry,Low,Rejected,10/1/2019,10/6/2019,"Heaney, Jude"
8410,Coding,Testing,Bug,Medium,Completed,10/2/2019,10/7/2019,"Williams, Amy"
8411,Design,Coding,Inquiry,Major,pendingReview,2/9/2019,,"Williams, Amy"
8412,Coding,Testing,Enhancement,High,Approved,2/10/2019,,"Williams, Amy"
8413,Testing,Field,Inquiry,Low,Rejected,2/11/2019,3/13/2019,"Williams, Amy"
8414,Design,Testing,Bug,Medium,Completed,2/12/2019,3/7/2019,"Williams, Amy"
8415,Testing,Field,Enhancement,Major,pendingReview,2/13/2019,,"Williams, Amy"
8416,Documentation,Field,Bug,Critical,Approved,2/14/2019,,"Williams, Amy"
8417,Design,Coding,Bug,High,inProgress,2/15/2019,,"Williams, Amy"
8418,Coding,Testing,Inquiry,Low,Rejected,2/16/2019,4/2/2019,"Williams, Amy"
8419,Design,Coding,Bug,Medium,Completed,2/17/2019,4/9/2019,"Hegmann, Lulu"
8420,Testing,Field,Enhancement,Major,pendingReview,2/18/2019,,"Ritchie, Earnest"
8421,Documentation,Field,Inquiry,Low,inProgress,1/11/2019,,"Blanda, Heloise"
8422,Design,Coding,Bug,Medium,Completed,10/12/2019,10/15/2019,"Willms, Casimir"
8423,Coding,Testing,Enhancement,Major,pendingReview,10/13/2019,,"Jenkins, Margarette"
8424,Design,Coding,Inquiry,High,inProgress,10/14/2019,,"Weimann, Rodger"
8425,Coding,Testing,Bug,Low,Completed,10/15/2019,10/18/2019,"Blanda, Heloise"
8426,Testing,Field,Inquiry,High,inProgress,10/16/2019,,"Feeney, Serena"
8427,Design,Testing,Bug,Low,Completed,10/17/2019,10/20/2019,"Sipes, Dave"
8428,Requirements,Coding,Enhancement,Medium,Completed,10/18/2019,10/21/2019,"Flatley, Savannah"
8429,Requirements,Design,Inquiry,Critical,Approved,10/19/2019,,"Heaney, Jude"
8430,Testing,Field,Bug,Medium,Completed,10/20/2019,10/23/2019,"Thompson, Cloyd"
8431,Documentation,Field,Enhancement,Major,pendingReview,10/21/2019,,"Mertz, Cleta"
8432,Design,Testing,Inquiry,High,inProgress,10/22/2019,,"Glover, Chester"
8433,Requirements,Design,Bug,Low,Completed,10/23/2019,10/26/2019,"Flatley, Savannah"
8434,Testing,Field,Inquiry,High,inProgress,10/24/2019,,"Runolfsdottir, Zelda"
8435,Documentation,Field,Bug,Medium,Completed,2/27/2019,3/18/2019,"Marquardt, Elsa"
8436,Design,Testing,Enhancement,Major,pendingReview,2/28/2019,,"Denesik, Colin"
8437,Requirements,Coding,Inquiry,High,inProgress,8/1/2019,,"Jones, Aaliyah"
8438,Requirements,Design,Bug,Low,Completed,8/2/2019,8/15/2019,"Kozey, Arthur"
8439,Testing,Field,Inquiry,High,inProgress,8/3/2019,,"Feeney, Serena"
8440,Documentation,Field,Bug,Low,Completed,8/4/2019,8/17/2019,"Willms, Casimir"
8441,Design,Coding,Enhancement,Medium,Completed,8/5/2019,8/18/2019,"Runolfsdottir, Zelda"
8442,Requirements,Testing,Inquiry,Critical,Approved,8/6/2019,,"Quitzon, Arnulfo"
8443,Testing,Field,Bug,High,inProgress,8/7/2019,,"Fisher, Gwendolyn"
8444,Documentation,Field,Inquiry,Low,Rejected,8/8/2019,8/21/2019,"Stroman, Julio"
8445,Design,Coding,Bug,Medium,Completed,8/9/2019,8/22/2019,"Quigley, Cruz"
8446,Coding,Testing,Inquiry,Major,pendingReview,8/10/2019,,"Jones, Aaliyah"
8447,Design,Coding,Enhancement,High,Approved,8/11/2019,8/24/2019,"Glover, Chester"
8448,Coding,Testing,Inquiry,Low,Rejected,8/12/2019,8/25/2019,"Brown, Lydia"
8449,Testing,Field,Bug,Medium,Completed,8/13/2019,8/26/2019,"Weimann, Rodger"
8450,Design,Testing,Enhancement,Major,pendingReview,8/14/2019,,"Rodriguez, Murray"
8451,Requirements,Coding,Inquiry,Critical,Approved,8/15/2019,8/28/2019,"Rosenbaum, Garnet"
8452,Requirements,Design,Bug,High,inProgress,8/16/2019,,"Mayert, Kaya"
8453,Testing,Field,Inquiry,Low,Rejected,8/17/2019,8/30/2019,"Fadel, Katelynn"
8454,Documentation,Field,Bug,Medium,Completed,8/18/2019,8/31/2019,"Witting, Millie"
8455,Design,Testing,Enhancement,Major,pendingReview,8/19/2019,,"Von, Joseph"
8456,Requirements,Design,Bug,High,Completed,8/20/2019,9/2/2019,"O'Keefe, Liana"
8457,Testing,Field,Bug,Medium,Completed,8/21/2019,9/3/2019,"Wintheiser, Shyann"
8458,Documentation,Field,Enhancement,Major,pendingReview,8/22/2019,,"Stark, Monty"
8459,Design,Testing,Inquiry,High,inProgress,8/23/2019,,"Stoltenberg, Camila"
8460,Requirements,Coding,Bug,Low,Completed,8/24/2019,9/6/2019,"Littel, Jacklyn"
8461,Requirements,Design,Inquiry,High,inProgress,8/25/2019,,"Hegmann, Bradford"
8462,Testing,Field,Bug,Low,Completed,8/26/2019,9/8/2019,"Morar, Favian"
8463,Documentation,Field,Enhancement,Medium,Completed,3/5/2019,3/16/2019,"Kohler, Quentin"
8464,Design,Coding,Inquiry,Critical,Approved,3/6/2019,,"Willms, Casimir"
8465,Testing,Field,Bug,Critical,inProgress,3/7/2019,,"Thiel, Verlie"
8466,Documentation,Field,Inquiry,Low,Rejected,11/8/2019,11/19/2019,"Reinger, Unique"
8467,Design,Coding,Bug,Medium,Completed,11/9/2019,11/20/2019,"Thiel, Verlie"
8468,Coding,Testing,Inquiry,Major,pendingReview,11/10/2019,,"White, Maya"
8469,Design,Coding,Enhancement,High,Approved,11/11/2019,,"Wolff, Reginald"
8470,Testing,Field,Inquiry,Low,Rejected,11/12/2019,11/13/2019,"Von, Joseph"
8471,Design,Testing,Bug,Medium,Completed,11/13/2019,11/14/2019,"Mayert, Kaya"
8472,Testing,Field,Enhancement,Major,pendingReview,11/14/2019,,"Turcotte, Donato"
8473,Documentation,Field,Bug,Critical,Approved,11/15/2019,,"Stiedemann, Clementina"
8474,Design,Coding,Bug,High,inProgress,11/16/2019,,"Quigley, Cruz"
8475,Coding,Testing,Inquiry,Low,Rejected,11/17/2019,,"Heaney, Jude"
8476,Design,Coding,Bug,Medium,Completed,11/18/2019,12/12/2019,"Kozey, Arthur"
8477,Coding,Testing,Enhancement,Major,pendingReview,11/19/2019,,"Hane, Aglae"
8478,Testing,Field,Inquiry,Low,inProgress,11/20/2019,,"Dach, Abraham"
8479,Design,Testing,Bug,Medium,Completed,11/21/2019,12/15/2019,"Quigley, Cruz"
8480,Coding,Testing,Enhancement,Major,pendingReview,11/22/2019,,"Denesik, Colin"
8481,Testing,Field,Inquiry,High,inProgress,11/23/2019,,"Rodriguez, Murray"
8482,Design,Testing,Bug,Low,Completed,11/24/2019,12/18/2019,"Gleichner, Khalil"
8483,Requirements,Coding,Inquiry,High,inProgress,11/25/2019,,"Glover, Chester"
8484,Requirements,Design,Bug,Low,Completed,3/4/2019,3/20/2019,"Lynch, Blanche"
8485,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/21/2019,"Barton, Zora"
8486,Documentation,Field,Inquiry,Critical,Approved,3/6/2019,,"Hudson, Connie"
8487,Design,Testing,Bug,Medium,Completed,2/27/2019,3/23/2019,"Robel, Diana"
8488,Requirements,Design,Enhancement,Major,pendingReview,2/28/2019,3/24/2019,"Schimmel, Rhiannon"
8489,Testing,Field,Inquiry,High,inProgress,3/1/2019,3/25/2019,"Dach, Abraham"
8490,Documentation,Field,Bug,Low,Completed,3/2/2019,3/26/2019,"Ankunding, Allison"
8491,Design,Testing,Inquiry,High,inProgress,3/3/2019,,"Rau, Guiseppe"
8492,Requirements,Coding,Bug,Low,Completed,3/4/2019,3/28/2019,"Wintheiser, Shyann"
